descriptor_id	trace_id	size	live_count	allocation_calls	requested_bytes
9167	6042	1909	1	1	1909
22679	7209	1908	1	1	1908
22680	7210	1908	1	1	1908
22681	7211	1908	1	1	1908
22682	7267	1908	1	1	1908
22683	7268	1908	1	1	1908
22684	7212	1908	1	1	1908
22698	7232	1908	1	1	1908
22699	7233	1908	1	1	1908
22700	7234	1908	1	1	1908
22701	7270	1908	1	1	1908
22702	7271	1908	1	1	1908
22703	7235	1908	1	1	1908
9139	6042	1907	1	1	1907
8567	6042	1906	1	1	1906
6923	6042	272	7	7	1904
8033	6042	952	2	2	1904
7119	6042	1902	1	1	1902
6121	6042	380	5	5	1900
7547	6042	475	4	4	1900
22866	7206	1900	1	1	1900
22867	7207	1900	1	1	1900
22868	7208	1900	1	1	1900
22888	7229	1900	1	1	1900
22889	7230	1900	1	1	1900
22890	7231	1900	1	1	1900
27569	21444	1895	1	1	1895
31911	33928	11	172	10664	1892
32021	33958	11	172	10664	1892
32131	33988	11	172	7912	1892
6789	6042	1888	1	1	1888
9459	6042	472	4	4	1888
27547	21444	1888	1	1	1888
8651	6042	629	3	3	1887
7911	6042	1886	1	1	1886
9267	6042	1882	1	1	1882
7295	6042	627	3	3	1881
8111	6042	1881	1	1	1881
7209	6042	376	5	5	1880
7309	6042	940	2	2	1880
22109	7209	376	5	5	1880
22110	7210	376	5	5	1880
22111	7211	376	5	5	1880
22113	7212	376	5	5	1880
22129	7232	376	5	5	1880
22130	7233	376	5	5	1880
22131	7234	376	5	5	1880
22133	7235	376	5	5	1880
7683	6042	375	5	5	1875
6333	6042	937	2	2	1874
8547	6042	936	2	2	1872
10286	6059	936	2	2	1872
8951	6042	1871	1	1	1871
6305	6042	1868	1	1	1868
7535	6042	1867	1	1	1867
8245	6042	1865	1	1	1865
8035	6042	1863	1	1	1863
8889	6042	621	3	3	1863
9851	6042	1859	1	1	1859
9895	6042	929	2	2	1858
10009	6042	1858	1	1	1858
13711	7206	464	4	4	1856
13712	7207	464	4	4	1856
13713	7208	464	4	4	1856
13731	7229	464	4	4	1856
13732	7230	464	4	4	1856
13733	7231	464	4	4	1856
6767	6042	1855	1	1	1855
7377	6042	463	4	4	1852
8645	6042	925	2	2	1850
8901	6042	1850	1	1	1850
6777	6042	462	4	4	1848
8069	6042	1848	1	1	1848
31840	33930	24	77	4774	1848
31950	33960	24	77	4774	1848
32060	33990	24	77	3542	1848
8049	6042	1846	1	1	1846
6411	6042	1845	1	1	1845
32168	34028	9	205	7380	1845
5837	6042	1844	1	1	1844
8541	6042	921	2	2	1842
6541	6042	306	6	6	1836
7593	6042	918	2	2	1836
7375	6042	1834	1	1	1834
9869	6042	1833	1	1	1833
8061	6042	1832	1	1	1832
20714	7209	1832	1	1	1832
20715	7210	1832	1	1	1832
20716	7211	1832	1	1	1832
20717	7267	1832	1	1	1832
20718	7268	1832	1	1	1832
20719	7212	1832	1	1	1832
20736	7232	1832	1	1	1832
20737	7233	1832	1	1	1832
20738	7234	1832	1	1	1832
20739	7270	1832	1	1	1832
20740	7271	1832	1	1	1832
20741	7235	1832	1	1	1832
8265	6042	915	2	2	1830
9849	6042	1829	1	1	1829
22727	7209	1828	1	1	1828
22728	7210	1828	1	1	1828
22729	7211	1828	1	1	1828
22730	7267	1828	1	1	1828
22731	7268	1828	1	1	1828
22732	7212	1828	1	1	1828
22749	7232	1828	1	1	1828
22750	7233	1828	1	1	1828
22751	7234	1828	1	1	1828
22752	7270	1828	1	1	1828
22753	7271	1828	1	1	1828
22754	7235	1828	1	1	1828
7195	6042	608	3	3	1824
17848	7209	608	3	3	1824
17849	7210	608	3	3	1824
17850	7211	608	3	3	1824
17851	7267	608	3	3	1824
17852	7268	608	3	3	1824
17853	7212	608	3	3	1824
17867	7232	608	3	3	1824
17868	7233	608	3	3	1824
17869	7234	608	3	3	1824
17870	7270	608	3	3	1824
17871	7271	608	3	3	1824
17872	7235	608	3	3	1824
9265	6042	1823	1	1	1823
6531	6042	607	3	3	1821
7941	6042	1819	1	1	1819
8931	6042	1818	1	1	1818
31829	33932	9	202	12524	1818
31939	33962	9	202	12524	1818
32049	33992	9	202	9292	1818
21522	7209	1816	1	1	1816
21523	7210	1816	1	1	1816
21524	7211	1816	1	1	1816
21525	7267	1816	1	1	1816
21526	7212	1816	1	1	1816
21543	7232	1816	1	1	1816
21544	7233	1816	1	1	1816
21545	7234	1816	1	1	1816
21546	7270	1816	1	1	1816
21547	7235	1816	1	1	1816
7179	6042	302	6	6	1812
9903	6042	1811	1	1	1811
8521	6042	905	2	2	1810
9901	6042	1810	1	1	1810
28271	21444	1810	1	1	1810
6641	6042	603	3	3	1809
6783	6042	904	2	2	1808
6763	6042	361	5	5	1805
7021	6042	1801	1	1	1801
7321	6042	600	3	3	1800
8819	6042	900	2	2	1800
10830	6060	75	24	24	1800
7923	6042	1798	1	1	1798
31901	33928	31	58	3596	1798
32011	33958	31	58	3596	1798
32121	33988	31	58	2668	1798
7721	6042	599	3	3	1797
8355	6042	1795	1	1	1795
8997	6042	1793	1	1	1793
4261	3818	64	28	28	1792
6739	6042	256	7	7	1792
10670	6062	224	8	8	1792
10671	6063	224	8	8	1792
10672	6064	224	8	8	1792
10673	6065	224	8	8	1792
15060	7209	1792	1	1	1792
15061	7210	1792	1	1	1792
15062	7211	1792	1	1	1792
15063	7267	1792	1	1	1792
15064	7268	1792	1	1	1792
15065	7212	1792	1	1	1792
15081	7232	1792	1	1	1792
15082	7233	1792	1	1	1792
15083	7234	1792	1	1	1792
15084	7270	1792	1	1	1792
15085	7271	1792	1	1	1792
15086	7235	1792	1	1	1792
28277	22054	448	4	4	1792
7667	6042	597	3	3	1791
9853	6042	1791	1	1	1791
9637	6042	894	2	2	1788
9939	6042	1787	1	1	1787
9661	6042	1784	1	1	1784
6299	6042	594	3	3	1782
9693	6042	1782	1	1	1782
6791	6042	356	5	5	1780
7795	6042	889	2	2	1778
8067	6042	254	7	7	1778
11725	6062	296	6	6	1776
11726	6063	296	6	6	1776
11727	6064	296	6	6	1776
11728	6065	296	6	6	1776
22277	7209	1776	1	1	1776
22278	7210	1776	1	1	1776
22279	7211	1776	1	1	1776
22280	7268	1776	1	1	1776
22281	7212	1776	1	1	1776
22297	7232	1776	1	1	1776
22298	7233	1776	1	1	1776
22299	7234	1776	1	1	1776
22300	7271	1776	1	1	1776
22301	7235	1776	1	1	1776
8305	6042	355	5	5	1775
9855	6042	1774	1	1	1774
7067	6042	1772	1	1	1772
5813	6042	590	3	3	1770
24614	11235	1768	1	1	1768
7035	6042	883	2	2	1766
8823	6042	1766	1	1	1766
7277	6042	441	4	4	1764
7887	6042	1763	1	1	1763
7991	6042	440	4	4	1760
6693	6042	586	3	3	1758
7629	6042	1758	1	1	1758
8211	6042	878	2	2	1756
8711	6042	1756	1	1	1756
7281	6042	585	3	3	1755
8881	6042	1753	1	1	1753
7307	6042	292	6	6	1752
6115	6042	350	5	5	1750
9967	6042	1750	1	1	1750
8993	6042	1748	1	1	1748
9419	6042	582	3	3	1746
9963	6042	1746	1	1	1746
8975	6042	1744	1	1	1744
32849	36113	1744	1	31	1744
7995	6042	1742	1	1	1742
6307	6042	1741	1	1	1741
6521	6042	290	6	6	1740
7433	6042	1740	1	1	1740
8373	6042	580	3	3	1740
7697	6042	1738	1	1	1738
9935	6042	1737	1	1	1737
24467	10910	1736	1	1	1736
9401	6042	867	2	2	1734
6489	6042	1733	1	1	1733
7659	6042	433	4	4	1732
6633	6042	865	2	2	1730
7065	6042	1730	1	1	1730
3531	3363	64	27	27	1728
3532	3364	64	27	27	1728
3533	3365	64	27	27	1728
6629	6042	432	4	4	1728
10007	6042	1728	1	1	1728
10087	6059	144	12	12	1728
11721	6062	288	6	6	1728
11722	6063	288	6	6	1728
11723	6064	288	6	6	1728
11724	6065	288	6	6	1728
17190	7209	1728	1	1	1728
17191	7210	1728	1	1	1728
17192	7211	1728	1	1	1728
17193	7268	1728	1	1	1728
17194	7212	1728	1	1	1728
17210	7232	1728	1	1	1728
17211	7233	1728	1	1	1728
17212	7234	1728	1	1	1728
17213	7271	1728	1	1	1728
17214	7235	1728	1	1	1728
7305	6042	575	3	3	1725
7379	6042	1725	1	1	1725
7097	6042	1724	1	1	1724
8685	6042	1722	1	1	1722
21576	7268	1720	1	1	1720
21592	7271	1720	1	1	1720
7285	6042	573	3	3	1719
8613	6042	1718	1	1	1718
6525	6042	286	6	6	1716
6591	6042	429	4	4	1716
9877	6042	1716	1	1	1716
6699	6042	343	5	5	1715
8199	6042	1715	1	1	1715
9209	6042	857	2	2	1714
9997	6042	1713	1	1	1713
27025	21444	1710	1	1	1710
9243	6042	1709	1	1	1709
6517	6042	427	4	4	1708
7257	6042	244	7	7	1708
8625	6042	1708	1	1	1708
9541	6042	854	2	2	1708
7453	6042	1705	1	1	1705
6729	6042	568	3	3	1704
7059	6042	426	4	4	1704
8839	6042	1704	1	1	1704
11749	6062	284	6	6	1704
11750	6063	284	6	6	1704
11751	6064	284	6	6	1704
11752	6065	284	6	6	1704
8641	6042	851	2	2	1702
7857	6042	850	2	2	1700
8365	6042	340	5	5	1700
22782	7206	1700	1	1	1700
22783	7207	1700	1	1	1700
22784	7208	1700	1	1	1700
22804	7229	1700	1	1	1700
22805	7230	1700	1	1	1700
22806	7231	1700	1	1	1700
6237	6042	566	3	3	1698
8609	6042	1698	1	1	1698
9545	6042	1697	1	1	1697
4197	3752	32	53	53	1696
4198	3753	32	53	53	1696
4199	3754	32	53	53	1696
13478	7209	848	2	2	1696
13479	7210	848	2	2	1696
13480	7211	848	2	2	1696
13481	7212	848	2	2	1696
13497	7232	848	2	2	1696
13498	7233	848	2	2	1696
13499	7234	848	2	2	1696
13500	7235	848	2	2	1696
8971	6042	1695	1	1	1695
3755	3465	14	121	121	1694
7945	6042	847	2	2	1694
8763	6042	1694	1	1	1694
8637	6042	1692	1	1	1692
20818	7209	1692	1	1	1692
20819	7210	1692	1	1	1692
20820	7211	1692	1	1	1692
20821	7267	1692	1	1	1692
20822	7268	1692	1	1	1692
20823	7304	1692	1	1	1692
20824	7212	1692	1	1	1692
20840	7232	1692	1	1	1692
20841	7233	1692	1	1	1692
20842	7234	1692	1	1	1692
20843	7270	1692	1	1	1692
20844	7271	1692	1	1	1692
20845	7305	1692	1	1	1692
20846	7235	1692	1	1	1692
3727	3445	2	845	845	1690
3728	3446	2	845	845	1690
7607	6042	845	2	2	1690
7025	6042	1688	1	1	1688
8017	6042	420	4	4	1680
8765	6042	560	3	3	1680
10544	6059	120	14	14	1680
11158	6059	336	5	5	1680
13373	7209	840	2	2	1680
13374	7210	840	2	2	1680
13375	7211	840	2	2	1680
13376	7212	840	2	2	1680
13393	7232	840	2	2	1680
13394	7233	840	2	2	1680
13395	7234	840	2	2	1680
13396	7235	840	2	2	1680
15350	7309	56	30	123	1680
15844	7206	336	5	5	1680
15845	7207	336	5	5	1680
15846	7208	336	5	5	1680
15869	7229	336	5	5	1680
15870	7230	336	5	5	1680
15871	7231	336	5	5	1680
6057	6042	836	2	2	1672
6899	6042	209	8	8	1672
9913	6042	1671	1	1	1671
8887	6042	835	2	2	1670
7949	6042	1669	1	1	1669
7109	6042	833	2	2	1666
31847	33928	34	49	3038	1666
31957	33958	34	49	3038	1666
32067	33988	34	49	2254	1666
3543	3363	52	32	32	1664
3544	3364	52	32	32	1664
3545	3365	52	32	32	1664
3758	3465	16	104	104	1664
5945	6042	208	8	8	1664
8343	6042	416	4	4	1664
7135	6042	829	2	2	1658
4231	3752	552	3	3	1656
4232	3753	552	3	3	1656
4233	3754	552	3	3	1656
8941	6042	1656	1	1	1656
11733	6062	276	6	6	1656
11734	6063	276	6	6	1656
11735	6064	276	6	6	1656
11736	6065	276	6	6	1656
8725	6042	1653	1	1	1653
8721	6042	1652	1	1	1652
6315	6042	330	5	5	1650
7451	6042	1647	1	1	1647
8353	6042	549	3	3	1647
8759	6042	1645	1	1	1645
9111	6042	1643	1	1	1643
8419	6042	1640	1	1	1640
17302	7206	820	2	2	1640
17303	7207	820	2	2	1640
17304	7208	820	2	2	1640
17321	7229	820	2	2	1640
17322	7230	820	2	2	1640
17323	7231	820	2	2	1640
31838	33926	5	328	20336	1640
31948	33956	5	328	20336	1640
32058	33986	5	328	15088	1640
32173	34025	5	328	11808	1640
9961	6042	1639	1	1	1639
9965	6042	1637	1	1	1637
8225	6042	409	4	4	1636
8835	6042	818	2	2	1636
9655	6042	1636	1	1	1636
7533	6042	545	3	3	1635
4500	3840	19	86	86	1634
7853	6042	817	2	2	1634
9045	6042	1634	1	1	1634
5648	5841	44	37	37	1628
13947	7209	1628	1	1	1628
13948	7210	1628	1	1	1628
13949	7211	1628	1	1	1628
13950	7267	1628	1	1	1628
13951	7268	1628	1	1	1628
13952	7212	1628	1	1	1628
13970	7232	1628	1	1	1628
13971	7233	1628	1	1	1628
13972	7234	1628	1	1	1628
13973	7270	1628	1	1	1628
13974	7271	1628	1	1	1628
13975	7235	1628	1	1	1628
9497	6042	812	2	2	1624
9029	6042	1623	1	1	1623
28380	21444	1622	1	1	1622
7551	6042	1621	1	1	1621
6879	6042	1620	1	1	1620
8707	6042	1619	1	1	1619
7989	6042	1618	1	1	1618
10025	6060	2	809	809	1618
9575	6042	1617	1	1	1617
8583	6042	1616	1	1	1616
8649	6042	404	4	4	1616
9317	6042	1615	1	1	1615
8991	6042	1614	1	1	1614
9319	6042	1610	1	1	1610
7889	6042	1609	1	1	1609
3549	3363	24	67	67	1608
3550	3364	24	67	67	1608
3551	3365	24	67	67	1608
8833	6042	1608	1	1	1608
6293	6042	803	2	2	1606
6369	6042	534	3	3	1602
4219	3752	400	4	4	1600
4220	3753	400	4	4	1600
4221	3754	400	4	4	1600
4252	3752	1600	1	1	1600
4253	3753	1600	1	1	1600
4254	3754	1600	1	1	1600
13335	7238	400	4	36	1600
13336	7239	400	4	36	1600
13337	7240	400	4	36	1600
13686	7238	320	5	59	1600
13687	7239	320	5	59	1600
13688	7240	320	5	59	1600
14825	7206	800	2	2	1600
14826	7207	800	2	2	1600
14827	7208	800	2	2	1600
14845	7229	800	2	2	1600
14846	7230	800	2	2	1600
14847	7231	800	2	2	1600
8409	6042	532	3	3	1596
9763	6042	1596	1	1	1596
10646	6062	228	7	7	1596
10647	6063	228	7	7	1596
10648	6064	228	7	7	1596
10649	6065	228	7	7	1596
7739	6042	1594	1	1	1594
9573	6042	1593	1	1	1593
3921	3536	10	159	159	1590
3922	3537	10	159	159	1590
4000	3606	2	794	794	1588
4001	3607	2	794	794	1588
9097	6042	1587	1	1	1587
8723	6042	793	2	2	1586
9479	6042	1586	1	1	1586
6273	6042	317	5	5	1585
8735	6042	1585	1	1	1585
6911	6042	792	2	2	1584
12252	6059	1584	1	1	1584
15915	7312	48	33	552	1584
22043	7209	1584	1	1	1584
22044	7210	1584	1	1	1584
22045	7211	1584	1	1	1584
22049	7267	1584	1	1	1584
22050	7212	1584	1	1	1584
22067	7232	1584	1	1	1584
22068	7233	1584	1	1	1584
22069	7234	1584	1	1	1584
22070	7270	1584	1	1	1584
22071	7235	1584	1	1	1584
8599	6042	1580	1	1	1580
8589	6042	1579	1	1	1579
7169	6042	1577	1	1	1577
8195	6042	1576	1	1	1576
8949	6042	1575	1	1	1575
9305	6042	1574	1	1	1574
8267	6042	1573	1	1	1573
6083	6042	393	4	4	1572
6851	6042	524	3	3	1572
9105	6042	786	2	2	1572
9309	6042	1571	1	1	1571
5857	6042	314	5	5	1570
9469	6042	1570	1	1	1570
27857	21444	1570	1	1	1570
7637	6042	523	3	3	1569
3552	3363	28	56	56	1568
3553	3364	28	56	56	1568
3554	3365	28	56	56	1568
3928	3536	8	196	196	1568
3929	3537	8	196	196	1568
7715	6042	1568	1	1	1568
15167	7206	784	2	2	1568
15168	7207	784	2	2	1568
15169	7208	784	2	2	1568
15189	7229	784	2	2	1568
15190	7230	784	2	2	1568
15191	7231	784	2	2	1568
9727	6042	1566	1	1	1566
8671	6042	782	2	2	1564
6379	6042	1562	1	1	1562
8775	6042	780	2	2	1560
8937	6042	1560	1	1	1560
15113	7206	520	3	3	1560
15114	7207	520	3	3	1560
15115	7208	520	3	3	1560
15134	7229	520	3	3	1560
15135	7230	520	3	3	1560
15136	7231	520	3	3	1560
9371	6042	1558	1	1	1558
7457	6042	1555	1	1	1555
8591	6042	1553	1	1	1553
6063	6042	387	4	4	1548
6585	6042	515	3	3	1545
6663	6042	386	4	4	1544
9633	6042	1542	1	1	1542
5643	5841	28	55	55	1540
8241	6042	1539	1	1	1539
9493	6042	769	2	2	1538
10334	6059	768	2	2	1536
14244	7206	768	2	2	1536
14245	7207	768	2	2	1536
14246	7208	768	2	2	1536
14266	7229	768	2	2	1536
14267	7230	768	2	2	1536
14268	7231	768	2	2	1536
24482	10910	1536	1	1	1536
25002	13143	32	48	96	1536
28365	23848	32	48	96	1536
32912	36351	32	48	96	1536
7971	6042	1535	1	1	1535
6457	6042	767	2	2	1534
8879	6042	511	3	3	1533
8935	6042	1531	1	1	1531
8341	6042	1528	1	1	1528
8575	6042	763	2	2	1526
8843	6042	1526	1	1	1526
7881	6042	381	4	4	1524
6597	6042	1523	1	1	1523
8755	6042	761	2	2	1522
9193	6042	1522	1	1	1522
6349	6042	507	3	3	1521
8987	6042	1521	1	1	1521
9959	6042	1520	1	1	1520
13422	7209	1520	1	1	1520
13423	7210	1520	1	1	1520
13424	7211	1520	1	1	1520
13425	7212	1520	1	1	1520
13441	7232	1520	1	1	1520
13442	7233	1520	1	1	1520
13443	7234	1520	1	1	1520
13444	7235	1520	1	1	1520
7627	6042	217	7	7	1519
8119	6042	1518	1	1	1518
7495	6042	1517	1	1	1517
3916	3542	4	379	379	1516
7981	6042	1511	1	1	1511
8977	6042	1510	1	1	1510
6127	6042	377	4	4	1508
9347	6042	1508	1	1	1508
7187	6042	1505	1	1	1505
6113	6042	501	3	3	1503
9985	6042	1503	1	1	1503
7763	6042	1502	1	1	1502
6425	6042	500	3	3	1500
8607	6042	1500	1	1	1500
7137	6042	749	2	2	1498
8043	6042	1498	1	1	1498
8301	6042	374	4	4	1496
24739	11588	1496	1	1	1496
8053	6042	747	2	2	1494
9883	6042	1494	1	1	1494
7199	6042	746	2	2	1492
8223	6042	373	4	4	1492
8037	6042	1491	1	1	1491
8851	6042	1490	1	1	1490
6631	6042	1489	1	1	1489
7491	6042	1488	1	1	1488
8577	6042	744	2	2	1488
10308	6059	744	2	2	1488
7785	6042	1487	1	1	1487
9443	6042	1486	1	1	1486
7417	6042	1484	1	1	1484
8433	6042	247	6	6	1482
8667	6042	741	2	2	1482
7657	6042	370	4	4	1480
7929	6042	1480	1	1	1480
5873	6042	493	3	3	1479
9099	6042	739	2	2	1478
9225	6042	1478	1	1	1478
9955	6042	1477	1	1	1477
6827	6042	738	2	2	1476
8465	6042	1476	1	1	1476
8063	6042	737	2	2	1474
4002	3608	8	184	184	1472
4003	3609	8	184	184	1472
9607	6042	1472	1	1	1472
14656	7268	736	2	2	1472
14670	7271	736	2	2	1472
14676	7209	1472	1	1	1472
14677	7210	1472	1	1	1472
14678	7211	1472	1	1	1472
14679	7267	1472	1	1	1472
14680	7268	1472	1	1	1472
14681	7212	1472	1	1	1472
14699	7232	1472	1	1	1472
14700	7233	1472	1	1	1472
14701	7234	1472	1	1	1472
14702	7270	1472	1	1	1472
14703	7271	1472	1	1	1472
14704	7235	1472	1	1	1472
9595	6042	1467	1	1	1467
7591	6042	1466	1	1	1466
3912	3536	6	244	244	1464
3913	3537	6	244	244	1464
7633	6042	1464	1	1	1464
6595	6042	243	6	6	1458
3439	3261	1456	1	1	1456
14006	7209	728	2	2	1456
14007	7210	728	2	2	1456
14008	7211	728	2	2	1456
14009	7212	728	2	2	1456
14025	7232	728	2	2	1456
14026	7233	728	2	2	1456
14027	7234	728	2	2	1456
14028	7235	728	2	2	1456
21729	7209	1456	1	1	1456
21730	7210	1456	1	1	1456
21731	7211	1456	1	1	1456
21732	7268	1456	1	1	1456
21733	7212	1456	1	1	1456
21749	7232	1456	1	1	1456
21750	7233	1456	1	1	1456
21751	7234	1456	1	1	1456
21752	7271	1456	1	1	1456
21753	7235	1456	1	1	1456
7297	6042	291	5	5	1455
3649	3363	132	11	11	1452
3650	3364	132	11	11	1452
3651	3365	132	11	11	1452
6073	6042	1452	1	1	1452
27476	22079	50	29	29	1450
5877	6042	482	3	3	1446
8719	6042	722	2	2	1444
7515	6042	1443	1	1	1443
4209	3752	96	15	15	1440
4210	3753	96	15	15	1440
4211	3754	96	15	15	1440
4270	3773	72	20	20	1440
6247	6042	360	4	4	1440
10079	6059	48	30	30	1440
13231	7209	288	5	5	1440
13232	7210	288	5	5	1440
13233	7211	288	5	5	1440
13239	7212	288	5	5	1440
13256	7232	288	5	5	1440
13257	7233	288	5	5	1440
13258	7234	288	5	5	1440
13261	7235	288	5	5	1440
13598	7238	360	4	62	1440
13599	7239	360	4	62	1440
13600	7240	360	4	62	1440
17723	7209	480	3	3	1440
17724	7210	480	3	3	1440
17725	7211	480	3	3	1440
17728	7212	480	3	3	1440
17745	7232	480	3	3	1440
17746	7233	480	3	3	1440
17747	7234	480	3	3	1440
17750	7235	480	3	3	1440
29011	25108	72	20	18294	1440
29045	25134	72	20	18294	1440
29064	25151	72	20	18215	1440
7159	6042	1439	1	1	1439
8099	6042	1438	1	1	1438
4080	3707	1436	1	1	1436
7229	6042	478	3	3	1434
9103	6042	717	2	2	1434
9115	6042	1434	1	1	1434
6577	6042	716	2	2	1432
9663	6042	1432	1	1	1432
7413	6042	1431	1	1	1431
8883	6042	712	2	2	1424
9989	6042	1423	1	1	1423
4495	3840	9	158	158	1422
6449	6042	1422	1	1	1422
7615	6042	474	3	3	1422
8247	6042	1421	1	1	1421
7575	6042	284	5	5	1420
7081	6042	709	2	2	1418
8805	6042	1418	1	1	1418
6255	6042	236	6	6	1416
8859	6042	708	2	2	1416
11693	6059	1416	1	1	1416
5939	6042	283	5	5	1415
9215	6042	707	2	2	1414
6601	6042	471	3	3	1413
6801	6042	353	4	4	1412
7479	6042	1412	1	1	1412
7051	6042	470	3	3	1410
3917	3543	16	88	90	1408
4196	3783	128	11	12	1408
5585	5806	16	88	88	1408
9921	6042	1407	1	1	1407
9417	6042	1404	1	1	1404
5582	5806	20	70	70	1400
20711	7206	1400	1	1	1400
20712	7207	1400	1	1	1400
20713	7208	1400	1	1	1400
20733	7229	1400	1	1	1400
20734	7230	1400	1	1	1400
20735	7231	1400	1	1	1400
8093	6042	699	2	2	1398
8969	6042	1398	1	1	1398
9109	6042	466	3	3	1398
9543	6042	1397	1	1	1397
6713	6042	465	3	3	1395
6571	6042	697	2	2	1394
7641	6042	464	3	3	1392
7681	6042	1392	1	1	1392
8281	6042	348	4	4	1392
15170	7209	1392	1	1	1392
15171	7210	1392	1	1	1392
15172	7211	1392	1	1	1392
15173	7267	1392	1	1	1392
15174	7268	1392	1	1	1392
15175	7304	1392	1	1	1392
15176	7212	1392	1	1	1392
15192	7232	1392	1	1	1392
15193	7233	1392	1	1	1392
15194	7234	1392	1	1	1392
15195	7270	1392	1	1	1392
15196	7271	1392	1	1	1392
15197	7305	1392	1	1	1392
15198	7235	1392	1	1	1392
32179	34026	48	29	1044	1392
3763	3465	13	107	107	1391
28736	24242	1391	1	1	1391
6795	6042	1390	1	1	1390
8989	6042	1388	1	1	1388
22840	7206	1388	1	1	1388
22841	7207	1388	1	1	1388
22842	7208	1388	1	1	1388
22856	7229	1388	1	1	1388
22857	7230	1388	1	1	1388
22858	7231	1388	1	1	1388
6387	6042	1387	1	1	1387
5232	5429	1384	1	1	1384
5237	5431	1384	1	1	1384
5242	5434	1384	1	1	1384
5737	5925	1384	1	1	1384
5750	5931	1384	1	1	1384
5768	5952	1384	1	1	1384
21519	7206	1384	1	1	1384
21520	7207	1384	1	1	1384
21521	7208	1384	1	1	1384
21540	7229	1384	1	1	1384
21541	7230	1384	1	1	1384
21542	7231	1384	1	1	1384
8507	6042	1383	1	1	1383
8115	6042	1382	1	1	1382
9579	6042	1381	1	1	1381
9679	6042	1378	1	1	1378
19939	7800	1376	1	1172	1376
19989	7847	1376	1	1159	1376
20047	7916	1376	1	1172	1376
29302	25414	1376	1	1	1376
8581	6042	1372	1	1	1372
9495	6042	1371	1	1	1371
7345	6042	1370	1	1	1370
6225	6042	1368	1	1	1368
39463	33238	1368	1	3	1368
9295	6042	1366	1	1	1366
9269	6042	454	3	3	1362
18408	7209	680	2	2	1360
18409	7210	680	2	2	1360
18410	7211	680	2	2	1360
18412	7268	680	2	2	1360
18413	7212	680	2	2	1360
18426	7232	680	2	2	1360
18427	7233	680	2	2	1360
18428	7234	680	2	2	1360
18430	7271	680	2	2	1360
18431	7235	680	2	2	1360
6865	6042	453	3	3	1359
9893	6042	1354	1	1	1354
3937	3541	4	338	338	1352
8587	6042	1350	1	1	1350
10528	6060	45	30	30	1350
27932	21444	1350	1	1	1350
6999	6042	673	2	2	1346
74	251	1344	1	1	1344
5231	5429	1344	1	1	1344
5236	5431	1344	1	1	1344
5241	5434	1344	1	1	1344
5734	5925	1344	1	1	1344
5747	5931	1344	1	1	1344
8253	6042	1344	1	1	1344
10814	6059	1344	1	1	1344
13714	7209	672	2	2	1344
13715	7210	672	2	2	1344
13716	7211	672	2	2	1344
13718	7212	672	2	2	1344
13734	7232	672	2	2	1344
13735	7233	672	2	2	1344
13736	7234	672	2	2	1344
13738	7235	672	2	2	1344
15351	7206	672	2	2	1344
15352	7207	672	2	2	1344
15353	7208	672	2	2	1344
15372	7229	672	2	2	1344
15373	7230	672	2	2	1344
15374	7231	672	2	2	1344
18253	7209	448	3	3	1344
18254	7210	448	3	3	1344
18255	7211	448	3	3	1344
18257	7212	448	3	3	1344
18273	7232	448	3	3	1344
18274	7233	448	3	3	1344
18275	7234	448	3	3	1344
18277	7235	448	3	3	1344
22924	7206	1344	1	1	1344
22925	7207	1344	1	1	1344
22926	7208	1344	1	1	1344
22946	7229	1344	1	1	1344
22947	7230	1344	1	1	1344
22948	7231	1344	1	1	1344
25923	16743	448	3	3	1344
25979	16743	336	4	4	1344
9969	6042	1342	1	1	1342
31866	33928	22	61	3782	1342
31976	33958	22	61	3782	1342
32086	33988	22	61	2806	1342
6931	6042	134	10	10	1340
7115	6042	1338	1	1	1338
9531	6042	446	3	3	1338
6761	6042	191	7	7	1337
9143	6042	1337	1	1	1337
8217	6042	668	2	2	1336
8389	6042	333	4	4	1332
21269	7206	1332	1	1	1332
21270	7207	1332	1	1	1332
21271	7208	1332	1	1	1332
21288	7229	1332	1	1	1332
21289	7230	1332	1	1	1332
21290	7231	1332	1	1	1332
7541	6042	664	2	2	1328
7831	6042	442	3	3	1326
30993	32767	39	34	116	1326
31001	32778	39	34	9473	1326
31017	32791	39	34	9473	1326
31025	32796	39	34	9322	1326
31040	32804	39	34	9322	1326
31075	6977	39	34	361620	1326
9583	6042	1323	1	1	1323
8511	6042	1322	1	1	1322
9841	6042	1321	1	1	1321
6929	6042	660	2	2	1320
10310	6060	40	33	33	1320
11336	6059	1320	1	1	1320
23085	7267	1320	1	1	1320
23086	7268	1320	1	1	1320
23102	7270	1320	1	1	1320
23103	7271	1320	1	1	1320
7463	6042	1318	1	1	1318
7063	6042	1317	1	1	1317
8675	6042	1316	1	1	1316
9953	6042	1315	1	1	1315
6201	6042	438	3	3	1314
8661	6042	657	2	2	1314
7233	6042	328	4	4	1312
13527	7209	1312	1	1	1312
13528	7210	1312	1	1	1312
13529	7211	1312	1	1	1312
13530	7212	1312	1	1	1312
13546	7232	1312	1	1	1312
13547	7233	1312	1	1	1312
13548	7234	1312	1	1	1312
13549	7235	1312	1	1	1312
6873	6042	437	3	3	1311
6059	6042	655	2	2	1310
